finishtime,jockeycode,draw,horsecode,lbw,trainercode,hkjcres16_item,runningpositions,actualwt,racecoursecode,place,horsewt,winodds,horseno,racenumber,racedate
[69.64],LDE,11,http://www.hkjc.com/english/racing/horse.asp?horseno=S442,[1.25],CAS,"[{'a1_div': u'12.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'2,9,10,12 751.00',
 'finishtime': 69.43,
 'going': u'GOOD',
 'place_combo_div': u'10 11.00',
 'qn_combo_div': u'9,10 372.50',
 'qnp_combo_div': u'9,10 94.50',
 'qtt_combo_div': u'10,9,12,2 13,325.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 335,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=8&All=0#Race8',
 'tce_combo_div': u'10,9,12 2,937.00',
 'trio_combo_div': u'9,10,12 1,015.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8',
 'win_combo_div': u'10 18.00'}]",10-10-2,117,ST,2,1024,[42.0],9,8,20160117
[69.77],PB,3,http://www.hkjc.com/english/racing/horse.asp?horseno=V002,[2.25],LKW,"[{'a1_div': u'12.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'2,9,10,12 751.00',
 'finishtime': 69.43,
 'going': u'GOOD',
 'place_combo_div': u'10 11.00',
 'qn_combo_div': u'9,10 372.50',
 'qnp_combo_div': u'9,10 94.50',
 'qtt_combo_div': u'10,9,12,2 13,325.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 335,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=8&All=0#Race8',
 'tce_combo_div': u'10,9,12 2,937.00',
 'trio_combo_div': u'9,10,12 1,015.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8',
 'win_combo_div': u'10 18.00'}]",4-2-4,127,ST,4,1132,[3.8],2,8,20160117
[69.99],WD,8,http://www.hkjc.com/english/racing/horse.asp?horseno=V016,[3.5],YCH,"[{'a1_div': u'12.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'2,9,10,12 751.00',
 'finishtime': 69.43,
 'going': u'GOOD',
 'place_combo_div': u'10 11.00',
 'qn_combo_div': u'9,10 372.50',
 'qnp_combo_div': u'9,10 94.50',
 'qtt_combo_div': u'10,9,12,2 13,325.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 335,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=8&All=0#Race8',
 'tce_combo_div': u'10,9,12 2,937.00',
 'trio_combo_div': u'9,10,12 1,015.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8',
 'win_combo_div': u'10 18.00'}]",9-8-6,121,ST,6,1127,[25.0],6,8,20160117
[70.12],DSS,12,http://www.hkjc.com/english/racing/horse.asp?horseno=V077,[4.25],YPF,"[{'a1_div': u'12.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'2,9,10,12 751.00',
 'finishtime': 69.43,
 'going': u'GOOD',
 'place_combo_div': u'10 11.00',
 'qn_combo_div': u'9,10 372.50',
 'qnp_combo_div': u'9,10 94.50',
 'qtt_combo_div': u'10,9,12,2 13,325.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 335,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=8&All=0#Race8',
 'tce_combo_div': u'10,9,12 2,937.00',
 'trio_combo_div': u'9,10,12 1,015.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8',
 'win_combo_div': u'10 18.00'}]",5-6-8,120,ST,8,1038,[18.0],8,8,20160117
[70.34],LHW,4,http://www.hkjc.com/english/racing/horse.asp?horseno=T421,[5.75],SWY,"[{'a1_div': u'12.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'2,9,10,12 751.00',
 'finishtime': 69.43,
 'going': u'GOOD',
 'place_combo_div': u'10 11.00',
 'qn_combo_div': u'9,10 372.50',
 'qnp_combo_div': u'9,10 94.50',
 'qtt_combo_div': u'10,9,12,2 13,325.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 335,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=8&All=0#Race8',
 'tce_combo_div': u'10,9,12 2,937.00',
 'trio_combo_div': u'9,10,12 1,015.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8',
 'win_combo_div': u'10 18.00'}]",8-9-10,120,ST,10,1079,[89.0],7,8,20160117
[71.55],YML,5,http://www.hkjc.com/english/racing/horse.asp?horseno=T083,[13.25],TYS,"[{'a1_div': u'12.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'2,9,10,12 751.00',
 'finishtime': 69.43,
 'going': u'GOOD',
 'place_combo_div': u'10 11.00',
 'qn_combo_div': u'9,10 372.50',
 'qnp_combo_div': u'9,10 94.50',
 'qtt_combo_div': u'10,9,12,2 13,325.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 335,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=8&All=0#Race8',
 'tce_combo_div': u'10,9,12 2,937.00',
 'trio_combo_div': u'9,10,12 1,015.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8',
 'win_combo_div': u'10 18.00'}]",7-7-12,124,ST,12,1135,[13.0],3,8,20160117
[68.07],WD,10,http://www.hkjc.com/english/racing/horse.asp?horseno=S008,[0.0],HAD,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",1-1-1,121,ST,1,1052,[9.7],5,9,20160117
[68.54],MOJ,9,http://www.hkjc.com/english/racing/horse.asp?horseno=P305,[2.75],SJJ,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",8-7-3,123,ST,3,1142,[3.9],4,9,20160117
[68.78],WJH,12,http://www.hkjc.com/english/racing/horse.asp?horseno=P366,[4.5],FC,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",3-3-5,126,ST,5,1227,[11.0],1,9,20160117
[68.87],LDE,2,http://www.hkjc.com/english/racing/horse.asp?horseno=P037,[5.0],YPF,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",5-4-7,114,ST,7,1082,[26.0],8,9,20160117
[68.91],NGA,11,http://www.hkjc.com/english/racing/horse.asp?horseno=M246,[5.25],YCH,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",9-9-9,115,ST,9,1089,[99.0],6,9,20160117
[70.01],YML,4,http://www.hkjc.com/english/racing/horse.asp?horseno=N342,[12.0],GR,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",4-8-11,113,ST,11,1179,[68.0],11,9,20160117
[68.41],TEK,3,http://www.hkjc.com/english/racing/horse.asp?horseno=S156,[2.0],JM,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",2-2-2,113,ST,2,1099,[4.1],12,9,20160117
[68.55],SCC,7,http://www.hkjc.com/english/racing/horse.asp?horseno=T200,[3.0],MA,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",7-6-4,115,ST,4,1053,[11.0],9,9,20160117
[68.83],DSS,1,http://www.hkjc.com/english/racing/horse.asp?horseno=N447,[4.75],WS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",6-5-6,115,ST,6,1160,[7.5],10,9,20160117
[68.9],MR,5,http://www.hkjc.com/english/racing/horse.asp?horseno=N297,[5.25],SJJ,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",10-11-8,128,ST,8,1135,[6.5],2,9,20160117
[69.07],HCY,6,http://www.hkjc.com/english/racing/horse.asp?horseno=S212,[6.25],CAS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",12-10-10,116,ST,10,1204,[30.0],7,9,20160117
[70.53],PB,8,http://www.hkjc.com/english/racing/horse.asp?horseno=S164,[15.25],FC,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'29.50',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl8_combo_div': u'10/5 339.00',
 'f4_combo_div': u'4,5,9,12 474.00',
 'finishtime': 68.07,
 'going': u'WET SLOW',
 'place_combo_div': u'5 29.00',
 'qn_combo_div': u'5,12 162.50',
 'qnp_combo_div': u'5,12 72.00',
 'qtt_combo_div': u'5,12,4,9 11,997.00',
 'raceclass': u'Class 1',
 'racedistance': 1200,
 'raceindex': 336,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=9&All=0#Race9',
 'tce_combo_div': u'5,12,4 1,941.00',
 'trio_combo_div': u'4,5,12 214.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9',
 'win_combo_div': u'5 97.50'}]",11-12-12,127,ST,12,1074,[17.0],3,9,20160117
[82.18],CHV,5,http://www.hkjc.com/english/racing/horse.asp?horseno=S419,[0.0],SJJ,"[{'a1_div': u'NOT WIN',
 'a2_div': u'47.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl9_combo_div': u'5/2 607.50',
 'dbltrio3_combo_div': u'4,5,12/2,3,8,9,12 1,826.00',
 'f4_combo_div': u'2,3,8,13 294.00',
 'finishtime': 82.18,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'1 [J Moreira]',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,3 90.50',
 'qnp_combo_div': u'2,3 29.00',
 'qtt_combo_div': u'2,3,8,13 6,557.00',
 'raceclass': u'Class 3',
 'racedistance': 1400,
 'raceindex': 337,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=10&All=0#Race10',
 'sixup_combo_div': u'2,10/4,8/1,5/9,10/5,12/2,3 5,268.00',
 'tce_combo_div': u'2,3,8 506.00',
 'trio_combo_div': u'2,3,8 63.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/10',
 'win_combo_div': u'2 59.00'}]",1-2-1-1,132,ST,1,1099,[5.9],2,10,20160117
[82.43],MR,3,http://www.hkjc.com/english/racing/horse.asp?horseno=S420,[1.5],SCS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'47.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl9_combo_div': u'5/2 607.50',
 'dbltrio3_combo_div': u'4,5,12/2,3,8,9,12 1,826.00',
 'f4_combo_div': u'2,3,8,13 294.00',
 'finishtime': 82.18,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'1 [J Moreira]',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,3 90.50',
 'qnp_combo_div': u'2,3 29.00',
 'qtt_combo_div': u'2,3,8,13 6,557.00',
 'raceclass': u'Class 3',
 'racedistance': 1400,
 'raceindex': 337,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=10&All=0#Race10',
 'sixup_combo_div': u'2,10/4,8/1,5/9,10/5,12/2,3 5,268.00',
 'tce_combo_div': u'2,3,8 506.00',
 'trio_combo_div': u'2,3,8 63.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/10',
 'win_combo_div': u'2 59.00'}]",4-4-4-3,122,ST,3,1161,[2.7],8,10,20160117
[82.52],DSS,9,http://www.hkjc.com/english/racing/horse.asp?horseno=T184,[2.25],YPF,"[{'a1_div': u'NOT WIN',
 'a2_div': u'47.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl9_combo_div': u'5/2 607.50',
 'dbltrio3_combo_div': u'4,5,12/2,3,8,9,12 1,826.00',
 'f4_combo_div': u'2,3,8,13 294.00',
 'finishtime': 82.18,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'1 [J Moreira]',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,3 90.50',
 'qnp_combo_div': u'2,3 29.00',
 'qtt_combo_div': u'2,3,8,13 6,557.00',
 'raceclass': u'Class 3',
 'racedistance': 1400,
 'raceindex': 337,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=10&All=0#Race10',
 'sixup_combo_div': u'2,10/4,8/1,5/9,10/5,12/2,3 5,268.00',
 'tce_combo_div': u'2,3,8 506.00',
 'trio_combo_div': u'2,3,8 63.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/10',
 'win_combo_div': u'2 59.00'}]",5-5-5-5,115,ST,5,1149,[8.2],14,10,20160117
[83.18],WD,8,http://www.hkjc.com/english/racing/horse.asp?horseno=T380,[6.25],NTK,"[{'a1_div': u'NOT WIN',
 'a2_div': u'47.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl9_combo_div': u'5/2 607.50',
 'dbltrio3_combo_div': u'4,5,12/2,3,8,9,12 1,826.00',
 'f4_combo_div': u'2,3,8,13 294.00',
 'finishtime': 82.18,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'1 [J Moreira]',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,3 90.50',
 'qnp_combo_div': u'2,3 29.00',
 'qtt_combo_div': u'2,3,8,13 6,557.00',
 'raceclass': u'Class 3',
 'racedistance': 1400,
 'raceindex': 337,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=10&All=0#Race10',
 'sixup_combo_div': u'2,10/4,8/1,5/9,10/5,12/2,3 5,268.00',
 'tce_combo_div': u'2,3,8 506.00',
 'trio_combo_div': u'2,3,8 63.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/10',
 'win_combo_div': u'2 59.00'}]",12-11-9-7,123,ST,7,1003,[99.0],7,10,20160117
[83.26],CYT,11,http://www.hkjc.com/english/racing/horse.asp?horseno=N348,[6.75],TYS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'47.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl9_combo_div': u'5/2 607.50',
 'dbltrio3_combo_div': u'4,5,12/2,3,8,9,12 1,826.00',
 'f4_combo_div': u'2,3,8,13 294.00',
 'finishtime': 82.18,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'1 [J Moreira]',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,3 90.50',
 'qnp_combo_div': u'2,3 29.00',
 'qtt_combo_div': u'2,3,8,13 6,557.00',
 'raceclass': u'Class 3',
 'racedistance': 1400,
 'raceindex': 337,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=10&All=0#Race10',
 'sixup_combo_div': u'2,10/4,8/1,5/9,10/5,12/2,3 5,268.00',
 'tce_combo_div': u'2,3,8 506.00',
 'trio_combo_div': u'2,3,8 63.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/10',
 'win_combo_div': u'2 59.00'}]",2-1-2-9,118,ST,9,1173,[99.0],10,10,20160117
[83.58],BEG,12,http://www.hkjc.com/english/racing/horse.asp?horseno=T112,[8.75],SWY,"[{'a1_div': u'NOT WIN',
 'a2_div': u'47.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl9_combo_div': u'5/2 607.50',
 'dbltrio3_combo_div': u'4,5,12/2,3,8,9,12 1,826.00',
 'f4_combo_div': u'2,3,8,13 294.00',
 'finishtime': 82.18,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'1 [J Moreira]',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,3 90.50',
 'qnp_combo_div': u'2,3 29.00',
 'qtt_combo_div': u'2,3,8,13 6,557.00',
 'raceclass': u'Class 3',
 'racedistance': 1400,
 'raceindex': 337,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=10&All=0#Race10',
 'sixup_combo_div': u'2,10/4,8/1,5/9,10/5,12/2,3 5,268.00',
 'tce_combo_div': u'2,3,8 506.00',
 'trio_combo_div': u'2,3,8 63.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/10',
 'win_combo_div': u'2 59.00'}]",8-9-10-11,133,ST,11,1079,[19.0],1,10,20160117
