finishtime,horsecode,lbw,runningpositions,winoddsrank,racedate,timeperm,jockeycode,marginsbehindleader,todaysrunners,racecoursecode,horsewt,sec_timelist,racenumber,draw,hkjcres16_item,actualwt,horseno,horsereport,trainercode,place,winodds
70.2,T383,4.5,13>12>5,,20150104,,HCY,"[7.5, 6.25, 4.5, None, None, None]",,ST,1107,"[25.0, 22.29, 22.91, None, None, None]",4,12,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",122,9,,FC,5,49.0
70.29,T079,5.0,1>1>7,,20150104,,CKK,"[1.25, 0.5, 5.0, None, None, None]",,ST,1240,"[23.8, 22.49, 24.0, None, None, None]",4,9,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",108,14,,CD,7,25.0
70.36,L247,5.5,7>7>9,,20150104,,WD,"[3.5, 3.0, 5.5, None, None, None]",,ST,1138,"[24.36, 22.41, 23.59, None, None, None]",4,3,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",132,1,,CCW,9,16.0
70.75,T292,8.0,9>11>11,,20150104,,CYT,"[5.0, 6.25, 8.0, None, None, None]",,ST,1014,"[24.6, 22.69, 23.46, None, None, None]",4,1,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",129,5,,LKW,11,99.0
71.2,T343,10.75,14>14>13,,20150104,,SCC,"[8.0, 9.75, 10.75, None, None, None]",,ST,1171,"[25.08, 22.77, 23.35, None, None, None]",4,6,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",124,10,,YCH,13,60.0
69.63,M154,0.75,5>5>2,[4],20150104,[0.0177],YML,"[2.75, 1.75, 0.75, None, None, None]","S347,T138,L247,M154,T079,T383,T343,T292",ST,1075,"[24.24, 22.33, 23.06, None, None, None]",4,5,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",118,13,"Near the 250 Metres, KING OF REASON was shifted in away from the heels of CIRCUIT KING (N Callan) which shifted out under pressureREGENCY DARLING and KING OF REASON were sent for sampling",YPF,2,19.0
70.19,T324,4.5,2>2>4,[3],20150104,[0.0178],CAN,"[1.25, 0.5, 4.5, None, None, None]","S347,T138,T324,L247,M154,T079,T383,T343,T292",ST,1090,"[24.0, 22.37, 23.82, None, None, None]",4,14,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",129,4,"Making the first turn near the 900 Metres, REGENCY DARLING got its head on the side and shifted out towards the heels of CIRCUIT KINGNear the 250 Metres, KING OF REASON was shifted in away from the heels of CIRCUIT KING (N Callan) which shifted out under pressureThen near the 200 Metres, CRAIG'S FORTUNE was steadied away from the heels of CIRCUIT KING which continued to shift outClose to the finishing line, REAL SUPREME was awkwardly placed close to the heels of CIRCUIT KING and as a consequence was not able to be properly tested",CAS,4,8.9
70.29,T020,5.0,3>3>6,[3],20150104,[0.0179],FRA,"[1.5, 1.0, 5.0, None, None, None]","S347,T138,T020,T324,L247,M154,T079,T383,T343,T292",ST,1022,"[24.04, 22.41, 23.84, None, None, None]",4,10,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",121,11,"Then near the 200 Metres, CRAIG'S FORTUNE was steadied away from the heels of CIRCUIT KING which continued to shift outThroughout the race, CRAIG'S FORTUNE travelled wide and without cover",HAD,6,6.5
70.29,T106,5.0,11>10>8,[5],20150104,[0.0179],RN,"[6.5, 5.5, 5.0, None, None, None]","S347,T138,T020,T324,T106,L247,M154,T079,T383,T343,T292",ST,1198,"[24.84, 22.33, 23.12, None, None, None]",4,11,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",131,2,"From wide barriers, GENERAL OF PATCH and BORN TO RACE were shifted across behind runners in the early stagesNear the 800 Metres, SUPER GIFTED, which was racing greenly, lost ground when crowded for rom between HOW SPEEDY and BORN TO RACE which improved to be racing inside the heels of GENERAL OF PATCH which at this time was being steadied to obtain cover behind SEA WARRIOR",OSP,8,11.0
70.57,M384,6.75,12>13>10,[8],20150104,[0.0179],TEK,"[7.0, 7.25, 6.75, None, None, None]","S347,T138,T020,T324,T106,L247,M154,M384,T079,T383,T343,T292",ST,1095,"[24.92, 22.53, 23.12, None, None, None]",4,13,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",126,8,"HOW SPEEDY began very awkwardly and stumbled, resulting in its rider, K Teetan, becoming unbalancedAfter this, HOW SPEEDY, from a wide barrier, was shifted across behind runnersNear the 800 Metres, SUPER GIFTED, which was racing greenly, lost ground when crowded for rom between HOW SPEEDY and BORN TO RACE which improved to be racing inside the heels of GENERAL OF PATCH which at this time was being steadied to obtain cover behind SEA WARRIOR",MA,10,24.0
70.85,P411,8.5,10>8>12,[10],20150104,[0.018],WJH,"[5.25, 4.25, 8.5, None, None, None]","S347,T138,T020,T324,T106,L247,M154,M384,T079,P411,T383,T343,T292",ST,1089,"[24.64, 22.33, 23.88, None, None, None]",4,8,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",117,6,"SEA WARRIOR was severely checked on jumping when crowded for room between DIAMOND KING and FRIENDS FOREVER (Apprentice K K Chiong) which shifted in abruptlyBecause of this, SEA WARRIOR lost ground and raced back in the fieldNear the 800 Metres, SUPER GIFTED, which was racing greenly, lost ground when crowded for rom between HOW SPEEDY and BORN TO RACE which improved to be racing inside the heels of GENERAL OF PATCH which at this time was being steadied to obtain cover behind SEA WARRIORA veterinary inspection of SEA WARRIOR immediately following the race did not show any significant findings",SWY,12,28.0
72.46,T307,18.5,8>9>14,[14],20150104,[0.0184],STH,"[4.5, 4.75, 18.5, None, None, None]","S347,T138,T020,T324,T106,L247,M154,M384,T079,P411,T383,T343,T292,T307",ST,1065,"[24.52, 22.53, 25.41, None, None, None]",4,4,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",129,3,,HL,14,99.0
108.24,P219,0.0,5>6>7>4>1,,20150104,,SCC,"[1.0, 3.75, 5.75, 2.25, 0.75, None]",,ST,1107,"[14.21, 22.44, 24.24, 23.75, 23.6, None]",5,5,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",124,7,,FD,1,31.0
108.65,N323,2.5,12>12>11>11>3,,20150104,,WD,"[3.75, 7.5, 8.75, 4.75, 2.5, None]",,ST,1131,"[14.65, 22.6, 24.12, 23.67, 23.61, None]",5,12,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",131,3,,CCW,3,9.6
108.81,N252,3.5,11>9>8>7>5,,20150104,,LDE,"[3.5, 5.75, 7.0, 3.0, 3.5, None]",,ST,1003,"[14.61, 22.36, 24.12, 23.67, 24.05, None]",5,11,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",127,5,,LAL,5,12.0
109.1,T038,5.25,2>4>4>9>7,,20150104,,HCY,"[0.5, 2.5, 4.5, 3.75, 5.25, None]",,ST,1153,"[14.13, 22.32, 24.24, 24.19, 24.22, None]",5,8,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",127,4,,FC,7,12.0
109.34,T055,7.0,7>2>1>1>9,,20150104,,CAN,"[1.25, 0.75, 1.5, 1.25, 7.0, None]",,ST,1001,"[14.25, 21.92, 23.8, 24.31, 25.06, None]",5,10,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",132,2,,FD,9,7.3
109.56,P128,8.25,10>10>9>8>11,,20150104,,PB,"[2.25, 5.75, 7.25, 3.75, 8.25, None]",,ST,1109,"[14.41, 22.56, 24.16, 23.75, 24.68, None]",5,4,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",121,12,,TYS,11,2.7
109.94,T108,10.75,3>3>3>5>13,,20150104,,MG,"[0.5, 2.0, 3.25, 2.75, 10.75, None]",,ST,1059,"[14.13, 22.24, 24.12, 24.23, 25.22, None]",5,7,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",123,9,,CAS,13,37.0
108.36,P324,0.75,4>5>5>3>2,[6],20150104,[0.0183],CKK,"[0.75, 3.5, 5.0, 1.5, 0.75, None]","P128,T055,N323,N252,T038,P324,P219,T108",ST,1011,"[14.17, 22.44, 24.16, 23.75, 23.84, None]",5,3,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",112,11,"DRAGON BACHELOR, HEALTH WISE and WEALTHY FORTUNE were sent for sampling",CD,2,21.0
108.79,S353,3.5,6>7>6>6>4,[4],20150104,[0.0184],RN,"[1.25, 3.75, 5.75, 3.0, 3.5, None]","P128,T055,N323,S353,N252,T038,P324,P219,T108",ST,1209,"[14.25, 22.4, 24.24, 23.87, 24.03, None]",5,13,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'f4_combo_div': u'1,3,7,11 18,746.00',
 'finishtime': 108.24,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 73.50',
 'qn_combo_div': u'7,11 2,466.00',
 'qnp_combo_div': u'7,11 637.50',
 'qtt_combo_div': u'7,11,3,1 418,180.00',
 'raceclass': u'Class 4',
 'racedistance': 1800,
 'raceindex': 79,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'7,11,3 52,771.00',
 'trio_combo_div': u'3,7,11 8,640.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/5',
 'win_combo_div': u'7 317.50'}]",132,1,"After the 1200 Metres, ROUGE ET BLANC was left racing wide and without coverTELEPHATIA then continued to be held up for some distance after the 300 Metres and approaching the 250 Metres was taken out away from the heels of ROUGE ET BLANCAt the 400 Metres, LEVEL PLAYER and DRAGON BACHELOR were hampered when taken out by ROUGE ET BLANC which was bumped and taken out by BLAZING PASS which shifted out and away from HEALTH WISEPassing the 200 Metres, LEVEL PLAYER was straightened after shifting in towards the heels of DRAGON BACHELOR which shifted out after bumping ROUGE ET BLANCHe added after the 700 Metres ROUGE ET BLANC improved its position around JUMBO SPIRIT, however, he was reluctant to ride his mount along to prevent that horse from improving its position as this would have resulted in JUMBO SPIRIT having to race in a four wide position without coverHe said after being able to shift JUMBO SPIRIT out, his mount was again racing in a restricted position between SPIRIT SOARING and ROUGE ET BLANC which was shifting ground in advance of JUMBO SPIRIT",SCS,4,10.0
