Hkjcres16Item__url,Hkjcres16Item__raceindex,Hkjcres16Item__raceclass,Hkjcres16Item__going,Hkjcres16Item__courseconfig,Hkjcres16Item__racedistance,Hkjcres16Item__finishtime,Hkjcres16Item__win_combo_div,Hkjcres16Item__place_combo_div,Hkjcres16Item__qn_combo_div,Hkjcres16Item__qnp_combo_div,Hkjcres16Item__tce_combo_div,Hkjcres16Item__trio_combo_div,Hkjcres16Item__f4_combo_div,Hkjcres16Item__qtt_combo_div,Hkjcres16Item__dbl9_combo_div,Hkjcres16Item__dbl8_combo_div,Hkjcres16Item__dbl7_combo_div,Hkjcres16Item__dbl6_combo_div,Hkjcres16Item__dbl5_combo_div,Hkjcres16Item__dbl4_combo_div,Hkjcres16Item__dbl3_combo_div,Hkjcres16Item__dbl2_combo_div,Hkjcres16Item__dbl1_combo_div,Hkjcres16Item__dbl10_combo_div,Hkjcres16Item__dbltrio1_combo_div,Hkjcres16Item__dbltrio2_combo_div,Hkjcres16Item__dbltrio3_combo_div,Hkjcres16Item__tripletriocons_combo_div,Hkjcres16Item__tripletrio_combo_div,Hkjcres16Item__sixup_combo_div,Hkjcres16Item__jockeychallenge_combo_div,Hkjcres16Item__a1_div,Hkjcres16Item__a2_div,Hkjcres16Item__a3_div,HorseItem__racecoursecode,HorseItem__racenumber,HorseItem__racedate,HorseItem__horseno,HorseItem__place,HorseItem__finishtime,HorseItem__horsecode,HorseItem__runningpositions,HorseItem__actualwt,HorseItem__jockeycode,HorseItem__trainercode,HorseItem__lbw,HorseItem__horsewt,HorseItem__winodds,HorseItem__draw,HorseItem__sec_timelist,HorseItem__marginsbehindleader
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,1,3,82.82,S299,10>10>10>3,132,FRA,WS,3.5,1049,42.0,10,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,10,5,82.89,S425,11>11>11>5,123,MR,YCH,4.0,1134,7.9,11,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,6,7,82.94,T339,4>6>5>7,124,LDE,HL,4.25,1063,42.0,12,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,9,9,83.01,S098,13>14>14>9,123,WD,JM,4.75,1075,13.0,14,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,11,11,83.09,N432,9>8>9>11,120,TEK,FD,5.25,1149,24.0,7,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,5,13,83.69,T080,1>1>1>13,120,WJH,MKL,9.0,1138,7.1,5,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,4,2,82.58,V024,3>3>3>2,130,MOJ,SJJ,2.0,1142,2.8,1,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,12,4,82.86,N386,2>2>2>4,118,SCC,FC,3.75,1051,27.0,3,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,14,6,82.93,N166,7>9>7>6,115,CYT,TYS,4.25,1123,33.0,8,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,3,8,82.94,T223,5>4>4>8,130,CAN,SA,4.25,1132,99.0,4,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,7,10,83.03,T088,12>12>12>10,125,LHW,LAL,4.75,1067,21.0,9,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,2,12,83.11,S234,14>13>13>12,128,HCY,CAS,5.25,1175,22.0,13,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/6,333,Class 4,GOOD,"TURF - ""C+3"" COURSE",1400,82.26,8 39.00,8 16.00,"4,8 71.50","4,8 29.50","8,4,1 3,061.00","1,4,8 651.00","1,4,8,12 2,362.00","8,4,1,12 32,896.00",,,,,10/8 170.00,,,,,,,,,"1,2>5,10/2,6,10/Any combination 11,942.00","1,2>5,10/2,6,10/1,4,8 3,826,375.00",,,16.50,NOT WIN,NOT WIN,ST,6,20160117,13,14,84.39,T060,8>7>8>14,114,YML,GR,13.25,1104,99.0,6,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,5,1,69.28,S238,1>1>1,117,WJH,JM,0.0,1207,12.0,8,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,3,3,69.58,P214,5>3>3,132,MOJ,MA,1.75,1177,2.5,4,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,2,5,69.88,P361,8>8>5,132,RN,OSP,3.75,1188,6.1,1,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,6,7,70.12,V022,9>10>7,123,TEK,SCS,5.25,1109,89.0,6,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,4,9,70.48,S126,7>6>9,125,CAN,FC,7.5,1116,9.9,3,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,12,11,70.64,P388,6>5>11,115,LHW,MKL,8.5,1054,99.0,11,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,99,WV,None,T313,,130,MR,YTP,None,1090,None,---,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,1,2,69.42,T186,3>2>2,131,YML,TYS,0.75,1150,14.0,12,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,7,4,69.77,S081,12>12>4,123,PB,HAD,3.0,1056,21.0,10,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,11,6,69.97,T284,10>9>6,116,FRA,FD,4.25,1031,24.0,9,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,8,8,70.33,T218,11>11>8,120,HCY,LKW,6.5,959,8.4,7,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,9,10,70.48,T129,2>4>10,114,NGA,CAS,7.5,1135,16.0,2,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/7,334,Class 3,WET SLOW,ALL WEATHER TRACK,1200,69.28,5 127.50,5 32.50,"1,5 714.00","1,5 233.50","5,1,3 6,917.00","1,3,5 765.00","1,3,5,7 2,772.00","5,1,3,7 94,593.00",,,,8/5 581.50,,,,,,,,"1,4,8/1,3,5 59,264.00",,,,,,NOT WIN,27.50,NOT WIN,ST,7,20160117,10,12,71.1,T350,4>7>12,118,WD,SJJ,11.25,986,8.4,5,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,10,1,69.43,T293,6>5>1,118,MOJ,SCS,0.0,1166,1.8,2,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,12,3,69.71,T382,11>11>3,116,SCC,CD,1.75,1103,25.0,7,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,1,5,69.89,S415,1>1>5,126,WJH,FC,3.0,1088,9.4,9,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,4,7,70.03,T159,12>12>7,120,HCY,MKL,3.75,1044,34.0,6,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,5,9,70.29,V001,3>4>9,121,CYT,YTP,5.25,1081,60.0,1,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,11,11,70.66,V015,2>3>11,118,FRA,LAL,7.75,1160,99.0,10,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,9,2,69.64,S442,10>10>2,117,LDE,CAS,1.25,1024,42.0,11,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,2,4,69.77,V002,4>2>4,127,PB,LKW,2.25,1132,3.8,3,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,6,6,69.99,V016,9>8>6,121,WD,YCH,3.5,1127,25.0,8,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,8,8,70.12,V077,5>6>8,120,DSS,YPF,4.25,1038,18.0,12,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,7,10,70.34,T421,8>9>10,120,LHW,SWY,5.75,1079,89.0,4,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/8,335,Class 3,GOOD,"TURF - ""C+3"" COURSE",1200,69.43,10 18.00,10 11.00,"9,10 372.50","9,10 94.50","10,9,12 2,937.00","9,10,12 1,015.00","2,9,10,12 751.00","10,9,12,2 13,325.00",,,,,,,,,,,,,,,,,,12.50,NOT WIN,NOT WIN,ST,8,20160117,3,12,71.55,T083,7>7>12,124,YML,TYS,13.25,1135,13.0,5,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,5,1,68.07,S008,1>1>1,121,WD,HAD,0.0,1052,9.7,10,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,4,3,68.54,P305,8>7>3,123,MOJ,SJJ,2.75,1142,3.9,9,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,1,5,68.78,P366,3>3>5,126,WJH,FC,4.5,1227,11.0,12,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,8,7,68.87,P037,5>4>7,114,LDE,YPF,5.0,1082,26.0,2,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,6,9,68.91,M246,9>9>9,115,NGA,YCH,5.25,1089,99.0,11,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,11,11,70.01,N342,4>8>11,113,YML,GR,12.0,1179,68.0,4,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,12,2,68.41,S156,2>2>2,113,TEK,JM,2.0,1099,4.1,3,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,9,4,68.55,T200,7>6>4,115,SCC,MA,3.0,1053,11.0,7,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,10,6,68.83,N447,6>5>6,115,DSS,WS,4.75,1160,7.5,1,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,2,8,68.9,N297,10>11>8,128,MR,SJJ,5.25,1135,6.5,5,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,7,10,69.07,S212,12>10>10,116,HCY,CAS,6.25,1204,30.0,6,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/9,336,Class 1,WET SLOW,ALL WEATHER TRACK,1200,68.07,5 97.50,5 29.00,"5,12 162.50","5,12 72.00","5,12,4 1,941.00","4,5,12 214.00","4,5,9,12 474.00","5,12,4,9 11,997.00",,10/5 339.00,,,,,,,,,,,,,,,,NOT WIN,NOT WIN,29.50,ST,9,20160117,3,12,70.53,S164,11>12>12,127,PB,FC,15.25,1074,17.0,8,,
