finishtime,jockeycode,draw,horsecode,lbw,trainercode,hkjcres16_item,runningpositions,actualwt,racecoursecode,place,horsewt,winodds,horseno,racenumber,racedate
[58.58],RU,4,S091,[13.0],YPF,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",,,10>11>11,124,ST,11,1132,[15.0],10,8,20150108,,
[59.14],CYT,5,T054,[16.5],LKW,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",,,9>14>13,117,ST,13,1089,[99.0],13,8,20150108,,
[56.52],WJH,9,L078,[0.2],OSP,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",[5],"Over about the final 100 Metres, LOVELY DELOVELY raced in restricted room outside DANE PATROL and consequently was not able to be properly testedMY LITTLE FRIEND, DISCIPLES TWELVE and DANE PATROL were sent for sampling",1>1>2,115,ST,2,1173,[16.0],9,8,20150108,[0.0172],"S022,P224,P018,S091,L078,P258,P222,T054"
[56.77],SUA,8,P190,[1.75],YCH,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",[7],,14>8>4,123,ST,4,1045,[44.0],11,8,20150108,[0.0173],"S022,P224,P018,S091,L078,P258,P190,P222,T054"
[56.99],WD,12,P041,[3.25],CD,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",[1],"LOVELY DELOVELY began awkwardly and shortly after the start momentarily raced tight between SUPREME FALCON and YOU READ MY MIND which shifted out after being bumped on the hindquarters by HIGH FIVE which was crowded for room outside DISCIPLES TWELVEPassing the 300 Metres, LOVELY DELOVELY was shifted to the outside of YOU READ MY MIND",3>3>6,133,ST,6,1234,[6.8],4,8,20150108,[0.0174],"P041,S022,P224,P018,S091,L078,P258,P190,P222,T054"
[57.28],CML,11,T200,[5.0],MA,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",[7],"LOVELY DELOVELY began awkwardly and shortly after the start momentarily raced tight between SUPREME FALCON and YOU READ MY MIND which shifted out after being bumped on the hindquarters by HIGH FIVE which was crowded for room outside DISCIPLES TWELVEFor the majority of the race, HIGH FIVE lay in and proved difficult to ride",4>4>8,130,ST,8,1071,[21.0],7,8,20150108,[0.0175],"P041,S022,P224,P018,S091,L078,T200,P258,P190,P222,T054"
[57.65],PZ,6,S010,[7.25],YTP,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",[1],"MY LITTLE FRIEND and SIGHT BELIEVER bumped at the startWhen questioned regarding the disappointing performance of MY LITTLE FRIEND, Z Purton stated that he rode his mount along in the early stages in an endeavour to take up a position closer to the outside railHe said after the 700 Metres MY LITTLE FRIEND came under pressure and then, despite being ridden out, did not finish off the raceHe added it had been widely reported that MY LITTLE FRIEND had breathing issues and he believed that this condition is worsening which, in his opinion, attributed to the horse’s poor performanceA veterinary inspection of MY LITTLE FRIEND immediately following the race confirmed the horse to be a “roarer” which had previously been reportedMY LITTLE FRIEND, DISCIPLES TWELVE and DANE PATROL were sent for sampling",8>9>10,133,ST,10,1192,[3.3],2,8,20150108,[0.0176],"S010,P041,S022,P224,P018,S091,L078,T200,P258,P190,P222,T054"
[58.73],MOJ,2,S196,[14.0],HAD,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",[2],GOOD LUCK BOY lost its right front plate at the 450 MetresA veterinary inspection of SKY MAN and GOOD LUCK BOY immediately following the race did not show any significant findings,11>12>12,115,ST,12,1189,[6.0],14,8,20150108,[0.0179],"S010,S196,P041,S022,P224,P018,S091,L078,T200,P258,P190,P222,T054"
[59.36],YML,1,P429,[18.0],SCS,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'f4_combo_div': u'1,8,9,11 3,842.00',
 'finishtime': 56.49,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'1 32.50',
 'qn_combo_div': u'1,9 724.00',
 'qnp_combo_div': u'1,9 193.00',
 'qtt_combo_div': u'1,9,8,11 94,824.00',
 'raceclass': u'Class 3',
 'racedistance': 1000,
 'raceindex': 447,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=8&All=0#Race8',
 'tce_combo_div': u'1,9,8 4,042.00',
 'trio_combo_div': u'1,8,9 459.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/8',
 'win_combo_div': u'1 130.00'}]",[13],,12>13>14,116,ST,14,1161,[99.0],12,8,20150108,[0.0181],"S010,S196,P041,S022,P224,P018,S091,L078,T200,P258,P190,P222,P429,T054"
[81.62],MOJ,1,S274,[0.0],JM,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",,,8>6>4>1,119,ST,1,1156,[1.7],9,9,20150108,,
[81.63],DO,13,M246,[0.1],YCH,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",,,13>13>12>3,122,ST,3,1089,[58.0],7,9,20150108,,
[81.71],YML,12,P254,[0.5],CAS,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",,,6>8>10>4,113,ST,4 DH,1105,[21.0],10,9,20150108,,
[82.04],PB,6,N268,[2.75],YCH,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",,,7>7>5>7,123,ST,7,1108,[21.0],5,9,20150108,,
[82.4],WD,3,P031,[5.0],YCH,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",,,12>12>11>9,133,ST,9,1187,[6.4],1,9,20150108,,
[82.68],RN,10,P346,[6.75],SJJ,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",,,2>5>7>11,123,ST,11,1147,[8.9],6,9,20150108,,
[83.12],HWL,14,S621,[9.25],AG,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",,,9>10>13>13,121,ST,13,1198,[99.0],8,9,20150108,,
,,---,P037,,YPF,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",,,,115,ST,WV,1064,,[99],9,20150108,,
[81.62],RU,9,S298,[0.1],FD,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",[4],"After the 1000 Metres, PIKACHU was awkwardly placed close to the heels of WINNING LEADERPIKACHU was held up for clear running in the early part of the Straight and approaching the 350 Metres was shifted to the inside of SUPER LIFELINEALL YOU WISH, which was following PIKACHU, was steadied away from the heels of that horse in consequenceARPINATI and PIKACHU were sent for sampling",10>9>8>2,115,ST,2,1118,[7.8],11,9,20150108,[0.0178],"P037,S274,P031,S298,P346,N268,P254,M246,S621"
[81.71],CML,4,P158,[0.5],MA,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",[6],"Near the 1000 Metres, SUPER LIFELINE was awkwardly placed close to the heels of WONDER MOSSMAN (H Lam) which shifted in when not properly clearMaking the first turn near the 900 Metres, SUPER LIFELINE (M Chadwick) shifted out away from the heels of WONDER MOSSMAN and bumped WONDERFUL MOMENTS which became unbalanced when taken widerRounding the Home Turn, SUPER LIFELINE became unbalanced when bumped by ARPINATI (J Moreira) which attempted to improve between SUPER LIFELINE and WONDER MOSSMAN where there was insufficient roomAfter becoming unbalanced, SUPER LIFELINE shifted in and made further contact with ARPINATIAlso rounding the Home Turn, WONDERFUL MOMENTS was brushed and taken wider by WINNING LEADER which shifted to the outside of SUPER LIFELINE into clear runningPIKACHU was held up for clear running in the early part of the Straight and approaching the 350 Metres was shifted to the inside of SUPER LIFELINE",5>4>3>4,128,ST,4 DH,1035,[18.0],3,9,20150108,[0.0178],"P037,S274,P031,S298,P346,P158,N268,P254,M246,S621"
[81.72],CAN,5,P345,[0.5],JM,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",[6],"When questioned, D Whyte stated that whilst ALL YOU WISH was somewhat disappointing in today’s race, he was not able to shift to the outside of runners in the Straight due to ALL YOU WISH having KABAYAN racing to its outside",11>11>9>6,125,ST,6,1124,[15.0],4,9,20150108,[0.0178],"P037,S274,P031,S298,P346,P345,P158,N268,P254,M246,S621"
[82.04],WRB,7,T619,[2.75],AG,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",[12],ALL YOU WISH and KING CREOLE began only fairly,14>14>14>8,114,ST,8,1090,[99.0],14,9,20150108,[0.0179],"P037,S274,P031,S298,P346,P345,P158,N268,P254,M246,S621,T619"
[82.49],LH,11,S620,[5.5],CKC,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",[10],"Near the 1000 Metres, SUPER LIFELINE was awkwardly placed close to the heels of WONDER MOSSMAN (H Lam) which shifted in when not properly clearMaking the first turn near the 900 Metres, SUPER LIFELINE (M Chadwick) shifted out away from the heels of WONDER MOSSMAN and bumped WONDERFUL MOMENTS which became unbalanced when taken widerRounding the Home Turn, SUPER LIFELINE became unbalanced when bumped by ARPINATI (J Moreira) which attempted to improve between SUPER LIFELINE and WONDER MOSSMAN where there was insufficient roomAfter this, ARPINATI was awkwardly placed close to the heels of WONDER MOSSMAN for a short distance",4>3>1>10,133,ST,10,1255,[57.0],2,9,20150108,[0.018],"P037,S274,P031,S298,P346,P345,P158,N268,P254,S620,M246,S621,T619"
[82.82],CLA,2,S623,[7.5],WKC,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",[13],"Near the 350 Metres, MASTER OF PUPPETS was held up behind EASY MONEY which was giving groundMASTER OF PUPPETS was then shifted to the outside of EASY MONEY passing the 300 Metres",3>2>6>12,115,ST,12,1184,[99.0],12,9,20150108,[0.018],"P037,S274,P031,S298,P346,P345,P158,N268,P254,S620,M246,S621,S623,T619"
[83.37],SL,8,T611,[11.0],CS,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl8_combo_div': u'1/9 260.00',
 'f4_combo_div': u'3,7,9,11 694.00',
 'finishtime': 81.62,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 11.00',
 'qn_combo_div': u'9,11 51.00',
 'qnp_combo_div': u'9,11 25.50',
 'qtt_combo_div': u'9,11,7,3 6,456.00',
 'raceclass': u'Hong Kong Group Three',
 'racedistance': 1400,
 'raceindex': 448,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=9&All=0#Race9',
 'tce_combo_div': u'9,11,7 1,427.00',
 'trio_combo_div': u'7,9,11 647.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/9',
 'win_combo_div': u'9 17.50'}]",[14],"Whilst in the saddling stalls, EASY MONEY had its left hind plate refittedEASY MONEY was examined by the Veterinary Officer who said in his opinion it was suitable to raceNear the 350 Metres, MASTER OF PUPPETS was held up behind EASY MONEY which was giving groundMASTER OF PUPPETS was then shifted to the outside of EASY MONEY passing the 300 Metres",1>1>2>14,115,ST,14,1113,[99.0],13,9,20150108,[0.0182],"P037,S274,P031,S298,P346,P345,P158,N268,P254,S620,M246,S621,S623,T611,T619"
