finishtime,jockeycode,draw,horsecode,lbw,trainercode,hkjcres16_item,runningpositions,actualwt,racecoursecode,place,horsewt,winodds,horseno,racenumber,racedate
[101.78],HCY,11,T146,[2.25],CAS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",2>2>2>5,128,HV,5,1069,[8.3],3,6,20160120
[102.01],TEK,7,S073,[3.75],YPF,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",4>4>3>7,119,HV,7,1160,[6.8],10,6,20160120
[102.19],RN,3,N384,[5.0],FD,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",9>10>11>9,133,HV,9,1193,[12.0],1,6,20160120
[102.52],CYT,1,P153,[7.0],JM,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",11>12>12>11,118,HV,11,1139,[21.0],11,6,20160120
[101.53],FRA,12,S405,[0.75],CD,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",1>1>1>2,119,HV,2,1156,[49.0],9,6,20160120
[101.77],WJH,6,T256,[2.25],YCH,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",3>3>4>4,121,HV,4,1099,[8.4],5,6,20160120
[101.82],CAN,2,P111,[2.5],GR,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",7>8>8>6,122,HV,6,1210,[11.0],8,6,20160120
[102.06],MOJ,10,P264,[4.0],SJJ,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",10>9>6>8,129,HV,8,1104,[3.9],4,6,20160120
[102.41],PB,4,N040,[6.25],SWY,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",12>11>10>10,133,HV,10,1203,[16.0],2,6,20160120
[103.34],MR,9,P417,[12.0],TYS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'20.00',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl5_combo_div': u'3/7 723.00',
 'f4_combo_div': u'5,7,9,12 21,041.00',
 'finishtime': 101.41,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'7 49.50',
 'qn_combo_div': u'7,9 3,067.00',
 'qnp_combo_div': u'7,9 895.00',
 'qtt_combo_div': u'7,9,12,5 539,259.00',
 'raceclass': u'Class 3',
 'racedistance': 1650,
 'raceindex': 343,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'7,9,12 94,260.00',
 'trio_combo_div': u'7,9,12 17,827.00',
 'tripletriocons_combo_div': u'2,3>1,6/1,3,10/Any combination 905.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/6',
 'win_combo_div': u'7 175.00'}]",6>5>7>12,125,HV,12,1097,[5.2],6,6,20160120
[70.6],DSS,6,T210,[0.0],MKL,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",6>3>1,116,HV,1,1002,[8.5],12,7,20160120
[70.75],LHW,5,P429,[0.75],SCS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",5>5>3,120,HV,3,1145,[12.0],8,7,20160120
[71.02],MG,12,P224,[2.5],JM,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",3>2>5,122,HV,5,1173,[33.0],6,7,20160120
[71.09],MOJ,10,T163,[3.0],TYS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",7>6>7,130,HV,7,1078,[2.1],2,7,20160120
[71.46],CAN,8,P212,[5.25],FC,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",9>8>9,131,HV,9,1136,[19.0],1,7,20160120
[72.08],HCY,11,V081,[9.25],LKW,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",10>12>11,119,HV,11,1181,[99.0],7,7,20160120
[70.64],TEK,9,S275,[0.3],MA,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",11>9>2,119,HV,2,1061,[7.5],10,7,20160120
[70.81],FRA,7,S439,[1.25],SA,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",12>11>4,118,HV,4,1101,[19.0],11,7,20160120
[71.05],LDE,3,P041,[2.75],CD,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",2>4>6,128,HV,6,1224,[6.5],3,7,20160120
[71.21],YML,1,M085,[3.75],LAL,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",4>7>8,126,HV,8,1141,[14.0],4,7,20160120
[71.93],CYT,4,S204,[8.25],YTP,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",1>1>10,120,HV,10,1092,[34.0],9,7,20160120
[72.63],NGA,2,S441,[12.75],NTK,"[{'a1_div': u'NOT WIN',
 'a2_div': u'31.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'dbl6_combo_div': u'7/12 1,332.00',
 'dbltrio2_combo_div': u'7,9,12/8,10,12 1,945,406.00',
 'f4_combo_div': u'8,10,11,12 2,227.00',
 'finishtime': 70.6,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 25.00',
 'qn_combo_div': u'10,12 237.50',
 'qnp_combo_div': u'10,12 83.00',
 'qtt_combo_div': u'12,10,8,11 40,048.00',
 'raceclass': u'Class 2',
 'racedistance': 1200,
 'raceindex': 344,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=7&All=0#Race7',
 'tce_combo_div': u'12,10,8 4,043.00',
 'trio_combo_div': u'8,10,12 775.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/7',
 'win_combo_div': u'12 85.00'}]",8>10>12,119,HV,12,1049,[99.0],5,7,20160120
[99.86],MOJ,5,S125,[0.0],FC,"[{'a1_div': u'NOT WIN',
 'a2_div': u'20.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'f4_combo_div': u'3,6,7,9 7,009.00',
 'finishtime': 99.86,
 'going': u'GOOD TO YIELDING',
 'jockeychallenge_combo_div': u'1 [J Moreira]',
 'place_combo_div': u'6 16.50',
 'qn_combo_div': u'3,6 97.50',
 'qnp_combo_div': u'3,6 44.50',
 'qtt_combo_div': u'6,3,7,9 111,052.00',
 'raceclass': u'Class 2',
 'racedistance': 1650,
 'raceindex': 345,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'4,6/1,3,6/1,3/7,9/10,12/3,6 10,833.00',
 'tce_combo_div': u'6,3,7 12,066.00',
 'trio_combo_div': u'3,6,7 2,879.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/8',
 'win_combo_div': u'6 37.50'}]",2>2>2>1,123,HV,1,1102,[3.7],6,8,20160120
[100.21],CAN,6,V170,[2.25],CAS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'20.00',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C"" COURSE',
 'f4_combo_div': u'3,6,7,9 7,009.00',
 'finishtime': 99.86,
 'going': u'GOOD TO YIELDING',
 'jockeychallenge_combo_div': u'1 [J Moreira]',
 'place_combo_div': u'6 16.50',
 'qn_combo_div': u'3,6 97.50',
 'qnp_combo_div': u'3,6 44.50',
 'qtt_combo_div': u'6,3,7,9 111,052.00',
 'raceclass': u'Class 2',
 'racedistance': 1650,
 'raceindex': 345,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=20/01/2016&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'4,6/1,3,6/1,3/7,9/10,12/3,6 10,833.00',
 'tce_combo_div': u'6,3,7 12,066.00',
 'trio_combo_div': u'3,6,7 2,879.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160120/HV/8',
 'win_combo_div': u'6 37.50'}]",5>5>5>3,121,HV,3,1101,[99.0],7,8,20160120
